name,flux [Jy/BA],+/-,mass [M_sol x10^6],+/-
UGC07827,5.481310191663212,0.09455525747576701,93.46182007804943,1.612261695219303e-05
KK14,11.441826627001351,0.06355997457606326,139.98205299312502,7.776079833574562e-06
KK15,6.554121705544473,0.05519474270121474,80.1846979348404,6.752657289449094e-06
NGC4163,19.16390107734018,0.07094562082585731,39.09224250309503,1.4472123408820971e-06
NGC7640,608.6062843666836,0.17586411771626223,8964.015896928635,2.590260382454574e-05
UGC07690,36.77429724138708,0.10033225916290649,1088.6604116464644,2.9702201470972173e-05
NGC4242,40.96026114004629,0.09243014885742631,603.2938558690682,1.3613814792853064e-05
DDO168,135.629212706766,0.1351989561021822,600.1240568838208,5.98220283103152e-06
DDO167,2.8247746107313367,0.06144070992245076,11.703718028256661,2.5456358240281094e-06
NGC5474,201.2458040898898,0.07502884486729237,2462.089466228693,9.179208950292229e-06
HolmIV,34.640388207791304,0.06953128047947207,424.97685949330395,8.5302696486721e-06
