name,ra,dec,distance,radial_velocity,h1_21_cm_mag,h1_21_cm_50pc_width,flux [Jy km/s BA^-1],uncert
MESSIER033,23.4617,30.6603, 0.85,-182,  7.17,181,7848.9618837585,2.2867838541666665,
LeoA,149.86,30.7464, 0.81,  24, 12.76, 19,57.971451054091446,0.6673177083333333,
